Problem,Solution
"The square of a number, multiplied by 1, plus 9 times the number, plus 18 equals 0. What is the number?","-6.00000000000000, -3.00000000000000"
"The square of a number, multiplied by 5, plus 9 times the number, plus 2 equals 0. What is the number?","-1.54, -0.26"
"The square of a number, multiplied by 3, plus 10 times the number, plus 5 equals 0. What is the number?","-2.72, -0.61"
"The square of a number, multiplied by 2, plus 4 times the number, plus 1 equals 0. What is the number?","-1.71, -0.29"
"The square of a number, multiplied by 3, plus 8 times the number, plus 5 equals 0. What is the number?","-1.67, -1.00000000000000"
"The square of a number, multiplied by 1, plus 8 times the number, plus 13 equals 0. What is the number?","-5.73, -2.27"
"The square of a number, multiplied by 4, plus 9 times the number, plus 5 equals 0. What is the number?","-1.25, -1.00000000000000"
"The square of a number, multiplied by 1, plus 10 times the number, plus 12 equals 0. What is the number?","-8.61, -1.39"
"The square of a number, multiplied by 1, plus 3 times the number, plus 1 equals 0. What is the number?","-2.62, -0.38"
"The square of a number, multiplied by 2, plus 9 times the number, plus 9 equals 0. What is the number?","-3.00000000000000, -1.50"
"The square of a number, multiplied by 2, plus 7 times the number, plus 0 equals 0. What is the number?","-3.50, 0"
"The square of a number, multiplied by 4, plus 8 times the number, plus 0 equals 0. What is the number?","-2.00000000000000, 0"
"The square of a number, multiplied by 1, plus 8 times the number, plus 0 equals 0. What is the number?","-8.00000000000000, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 5 equals 0. What is the number?","-9.47, -0.53"
"The square of a number, multiplied by 2, plus 1 times the number, plus 0 equals 0. What is the number?","-0.50, 0"
"The square of a number, multiplied by 5, plus 6 times the number, plus 0 equals 0. What is the number?","-1.20, 0"
"The square of a number, multiplied by 2, plus 4 times the number, plus 0 equals 0. What is the number?","-2.00000000000000, 0"
"The square of a number, multiplied by 2, plus 8 times the number, plus 2 equals 0. What is the number?","-3.73, -0.27"
"The square of a number, multiplied by 1, plus 8 times the number, plus 0 equals 0. What is the number?","-8.00000000000000, 0"
"The square of a number, multiplied by 3, plus 8 times the number, plus 4 equals 0. What is the number?","-2.00000000000000, -0.67"
"The square of a number, multiplied by 5, plus 10 times the number, plus 1 equals 0. What is the number?","-1.89, -0.11"
"The square of a number, multiplied by 2, plus 10 times the number, plus 4 equals 0. What is the number?","-4.56, -0.44"
"The square of a number, multiplied by 5, plus 3 times the number, plus 0 equals 0. What is the number?","-0.60, 0"
"The square of a number, multiplied by 3, plus 7 times the number, plus 3 equals 0. What is the number?","-1.77, -0.57"
"The square of a number, multiplied by 1, plus 8 times the number, plus 2 equals 0. What is the number?","-7.74, -0.26"
"The square of a number, multiplied by 3, plus 5 times the number, plus 0 equals 0. What is the number?","-1.67, 0"
"The square of a number, multiplied by 5, plus 8 times the number, plus 0 equals 0. What is the number?","-1.60, 0"
"The square of a number, multiplied by 5, plus 2 times the number, plus 0 equals 0. What is the number?","-0.40, 0"
"The square of a number, multiplied by 1, plus 9 times the number, plus 15 equals 0. What is the number?","-6.79, -2.21"
"The square of a number, multiplied by 4, plus 9 times the number, plus 1 equals 0. What is the number?","-2.13, -0.12"
"The square of a number, multiplied by 4, plus 7 times the number, plus 2 equals 0. What is the number?","-1.39, -0.36"
"The square of a number, multiplied by 1, plus 7 times the number, plus 10 equals 0. What is the number?","-5.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 2, plus 5 times the number, plus 3 equals 0. What is the number?","-1.50, -1.00000000000000"
"The square of a number, multiplied by 5, plus 1 times the number, plus 0 equals 0. What is the number?","-0.20, 0"
"The square of a number, multiplied by 1, plus 7 times the number, plus 6 equals 0. What is the number?","-6.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 2, plus 6 times the number, plus 2 equals 0. What is the number?","-2.62, -0.38"
"The square of a number, multiplied by 1, plus 3 times the number, plus 2 equals 0. What is the number?","-2.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 5, plus 4 times the number, plus 0 equals 0. What is the number?","-0.80, 0"
"The square of a number, multiplied by 1, plus 3 times the number, plus 2 equals 0. What is the number?","-2.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 1, plus 9 times the number, plus 17 equals 0. What is the number?","-6.30, -2.70"
"The square of a number, multiplied by 1, plus 6 times the number, plus 2 equals 0. What is the number?","-5.65, -0.35"
"The square of a number, multiplied by 2, plus 9 times the number, plus 0 equals 0. What is the number?","-4.50, 0"
"The square of a number, multiplied by 5, plus 6 times the number, plus 0 equals 0. What is the number?","-1.20, 0"
"The square of a number, multiplied by 2, plus 7 times the number, plus 4 equals 0. What is the number?","-2.78, -0.72"
"The square of a number, multiplied by 2, plus 9 times the number, plus 9 equals 0. What is the number?","-3.00000000000000, -1.50"
"The square of a number, multiplied by 2, plus 7 times the number, plus 1 equals 0. What is the number?","-3.35, -0.15"
"The square of a number, multiplied by 1, plus 9 times the number, plus 20 equals 0. What is the number?","-5.00000000000000, -4.00000000000000"
"The square of a number, multiplied by 1, plus 6 times the number, plus 3 equals 0. What is the number?","-5.45, -0.55"
"The square of a number, multiplied by 4, plus 10 times the number, plus 3 equals 0. What is the number?","-2.15, -0.35"
"The square of a number, multiplied by 4, plus 8 times the number, plus 0 equals 0. What is the number?","-2.00000000000000, 0"
"The square of a number, multiplied by 5, plus 5 times the number, plus 0 equals 0. What is the number?","-1.00000000000000, 0"
"The square of a number, multiplied by 4, plus 7 times the number, plus 3 equals 0. What is the number?","-1.00000000000000, -0.75"
"The square of a number, multiplied by 2, plus 10 times the number, plus 11 equals 0. What is the number?","-3.37, -1.63"
"The square of a number, multiplied by 1, plus 8 times the number, plus 15 equals 0. What is the number?","-5.00000000000000, -3.00000000000000"
"The square of a number, multiplied by 1, plus 6 times the number, plus 2 equals 0. What is the number?","-5.65, -0.35"
"The square of a number, multiplied by 3, plus 5 times the number, plus 2 equals 0. What is the number?","-1.00000000000000, -0.67"
"The square of a number, multiplied by 1, plus 4 times the number, plus 3 equals 0. What is the number?","-3.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 2, plus 9 times the number, plus 6 equals 0. What is the number?","-3.69, -0.81"
"The square of a number, multiplied by 2, plus 10 times the number, plus 12 equals 0. What is the number?","-3.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 4, plus 9 times the number, plus 4 equals 0. What is the number?","-1.64, -0.61"
"The square of a number, multiplied by 1, plus 7 times the number, plus 10 equals 0. What is the number?","-5.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 4, plus 7 times the number, plus 2 equals 0. What is the number?","-1.39, -0.36"
"The square of a number, multiplied by 5, plus 2 times the number, plus 0 equals 0. What is the number?","-0.40, 0"
"The square of a number, multiplied by 2, plus 7 times the number, plus 0 equals 0. What is the number?","-3.50, 0"
"The square of a number, multiplied by 1, plus 8 times the number, plus 1 equals 0. What is the number?","-7.87, -0.13"
"The square of a number, multiplied by 2, plus 7 times the number, plus 2 equals 0. What is the number?","-3.19, -0.31"
"The square of a number, multiplied by 2, plus 10 times the number, plus 0 equals 0. What is the number?","-5.00000000000000, 0"
"The square of a number, multiplied by 3, plus 7 times the number, plus 3 equals 0. What is the number?","-1.77, -0.57"
"The square of a number, multiplied by 1, plus 10 times the number, plus 12 equals 0. What is the number?","-8.61, -1.39"
"The square of a number, multiplied by 1, plus 4 times the number, plus 2 equals 0. What is the number?","-3.41, -0.59"
"The square of a number, multiplied by 5, plus 9 times the number, plus 3 equals 0. What is the number?","-1.36, -0.44"
"The square of a number, multiplied by 3, plus 8 times the number, plus 1 equals 0. What is the number?","-2.54, -0.13"
"The square of a number, multiplied by 2, plus 3 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.50"
"The square of a number, multiplied by 3, plus 10 times the number, plus 8 equals 0. What is the number?","-2.00000000000000, -1.33"
"The square of a number, multiplied by 5, plus 9 times the number, plus 1 equals 0. What is the number?","-1.68, -0.12"
"The square of a number, multiplied by 2, plus 10 times the number, plus 11 equals 0. What is the number?","-3.37, -1.63"
"The square of a number, multiplied by 2, plus 10 times the number, plus 1 equals 0. What is the number?","-4.90, -0.10"
"The square of a number, multiplied by 1, plus 8 times the number, plus 6 equals 0. What is the number?","-7.16, -0.84"
"The square of a number, multiplied by 1, plus 10 times the number, plus 0 equals 0. What is the number?","-10.0000000000000, 0"
"The square of a number, multiplied by 2, plus 10 times the number, plus 11 equals 0. What is the number?","-3.37, -1.63"
"The square of a number, multiplied by 2, plus 3 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.50"
"The square of a number, multiplied by 1, plus 8 times the number, plus 2 equals 0. What is the number?","-7.74, -0.26"
"The square of a number, multiplied by 2, plus 8 times the number, plus 2 equals 0. What is the number?","-3.73, -0.27"
"The square of a number, multiplied by 1, plus 0 times the number, plus 0 equals 0. What is the number?",0
"The square of a number, multiplied by 3, plus 8 times the number, plus 3 equals 0. What is the number?","-2.22, -0.45"
"The square of a number, multiplied by 3, plus 5 times the number, plus 2 equals 0. What is the number?","-1.00000000000000, -0.67"
"The square of a number, multiplied by 5, plus 10 times the number, plus 1 equals 0. What is the number?","-1.89, -0.11"
"The square of a number, multiplied by 1, plus 7 times the number, plus 0 equals 0. What is the number?","-7.00000000000000, 0"
"The square of a number, multiplied by 1, plus 9 times the number, plus 17 equals 0. What is the number?","-6.30, -2.70"
"The square of a number, multiplied by 2, plus 9 times the number, plus 0 equals 0. What is the number?","-4.50, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 11 equals 0. What is the number?","-8.74, -1.26"
"The square of a number, multiplied by 5, plus 8 times the number, plus 2 equals 0. What is the number?","-1.29, -0.31"
"The square of a number, multiplied by 1, plus 8 times the number, plus 9 equals 0. What is the number?","-6.65, -1.35"
"The square of a number, multiplied by 5, plus 2 times the number, plus 0 equals 0. What is the number?","-0.40, 0"
"The square of a number, multiplied by 1, plus 9 times the number, plus 13 equals 0. What is the number?","-7.19, -1.81"
"The square of a number, multiplied by 2, plus 9 times the number, plus 0 equals 0. What is the number?","-4.50, 0"
"The square of a number, multiplied by 2, plus 7 times the number, plus 0 equals 0. What is the number?","-3.50, 0"
"The square of a number, multiplied by 4, plus 6 times the number, plus 1 equals 0. What is the number?","-1.31, -0.19"
"The square of a number, multiplied by 1, plus 7 times the number, plus 2 equals 0. What is the number?","-6.70, -0.30"
"The square of a number, multiplied by 2, plus 10 times the number, plus 1 equals 0. What is the number?","-4.90, -0.10"
"The square of a number, multiplied by 1, plus 9 times the number, plus 14 equals 0. What is the number?","-7.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 1, plus 8 times the number, plus 5 equals 0. What is the number?","-7.32, -0.68"
"The square of a number, multiplied by 5, plus 5 times the number, plus 0 equals 0. What is the number?","-1.00000000000000, 0"
"The square of a number, multiplied by 3, plus 9 times the number, plus 1 equals 0. What is the number?","-2.88, -0.12"
"The square of a number, multiplied by 1, plus 3 times the number, plus 0 equals 0. What is the number?","-3.00000000000000, 0"
"The square of a number, multiplied by 3, plus 10 times the number, plus 6 equals 0. What is the number?","-2.55, -0.78"
"The square of a number, multiplied by 1, plus 8 times the number, plus 12 equals 0. What is the number?","-6.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 1, plus 9 times the number, plus 1 equals 0. What is the number?","-8.89, -0.11"
"The square of a number, multiplied by 1, plus 10 times the number, plus 16 equals 0. What is the number?","-8.00000000000000, -2.00000000000000"
"The square of a number, multiplied by 1, plus 4 times the number, plus 1 equals 0. What is the number?","-3.73, -0.27"
"The square of a number, multiplied by 5, plus 8 times the number, plus 0 equals 0. What is the number?","-1.60, 0"
"The square of a number, multiplied by 4, plus 7 times the number, plus 0 equals 0. What is the number?","-1.75, 0"
"The square of a number, multiplied by 1, plus 8 times the number, plus 16 equals 0. What is the number?",-4.00000000000000
"The square of a number, multiplied by 1, plus 10 times the number, plus 8 equals 0. What is the number?","-9.12, -0.88"
"The square of a number, multiplied by 1, plus 10 times the number, plus 18 equals 0. What is the number?","-7.65, -2.35"
"The square of a number, multiplied by 4, plus 8 times the number, plus 2 equals 0. What is the number?","-1.71, -0.29"
"The square of a number, multiplied by 3, plus 6 times the number, plus 2 equals 0. What is the number?","-1.58, -0.42"
"The square of a number, multiplied by 1, plus 6 times the number, plus 5 equals 0. What is the number?","-5.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 1, plus 9 times the number, plus 20 equals 0. What is the number?","-5.00000000000000, -4.00000000000000"
"The square of a number, multiplied by 2, plus 9 times the number, plus 6 equals 0. What is the number?","-3.69, -0.81"
"The square of a number, multiplied by 4, plus 5 times the number, plus 0 equals 0. What is the number?","-1.25, 0"
"The square of a number, multiplied by 2, plus 9 times the number, plus 6 equals 0. What is the number?","-3.69, -0.81"
"The square of a number, multiplied by 3, plus 10 times the number, plus 0 equals 0. What is the number?","-3.33, 0"
"The square of a number, multiplied by 2, plus 6 times the number, plus 2 equals 0. What is the number?","-2.62, -0.38"
"The square of a number, multiplied by 5, plus 2 times the number, plus 0 equals 0. What is the number?","-0.40, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 18 equals 0. What is the number?","-7.65, -2.35"
"The square of a number, multiplied by 1, plus 5 times the number, plus 1 equals 0. What is the number?","-4.79, -0.21"
"The square of a number, multiplied by 5, plus 9 times the number, plus 2 equals 0. What is the number?","-1.54, -0.26"
"The square of a number, multiplied by 3, plus 10 times the number, plus 5 equals 0. What is the number?","-2.72, -0.61"
"The square of a number, multiplied by 3, plus 10 times the number, plus 5 equals 0. What is the number?","-2.72, -0.61"
"The square of a number, multiplied by 3, plus 5 times the number, plus 0 equals 0. What is the number?","-1.67, 0"
"The square of a number, multiplied by 3, plus 6 times the number, plus 3 equals 0. What is the number?",-1.00000000000000
"The square of a number, multiplied by 5, plus 6 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.20"
"The square of a number, multiplied by 3, plus 2 times the number, plus 0 equals 0. What is the number?","-0.67, 0"
"The square of a number, multiplied by 2, plus 6 times the number, plus 0 equals 0. What is the number?","-3.00000000000000, 0"
"The square of a number, multiplied by 2, plus 9 times the number, plus 7 equals 0. What is the number?","-3.50, -1.00000000000000"
"The square of a number, multiplied by 4, plus 10 times the number, plus 0 equals 0. What is the number?","-2.50, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 6 equals 0. What is the number?","-9.36, -0.64"
"The square of a number, multiplied by 1, plus 9 times the number, plus 3 equals 0. What is the number?","-8.65, -0.35"
"The square of a number, multiplied by 1, plus 5 times the number, plus 1 equals 0. What is the number?","-4.79, -0.21"
"The square of a number, multiplied by 2, plus 10 times the number, plus 3 equals 0. What is the number?","-4.68, -0.32"
"The square of a number, multiplied by 1, plus 9 times the number, plus 3 equals 0. What is the number?","-8.65, -0.35"
"The square of a number, multiplied by 1, plus 9 times the number, plus 20 equals 0. What is the number?","-5.00000000000000, -4.00000000000000"
"The square of a number, multiplied by 4, plus 8 times the number, plus 0 equals 0. What is the number?","-2.00000000000000, 0"
"The square of a number, multiplied by 2, plus 7 times the number, plus 3 equals 0. What is the number?","-3.00000000000000, -0.50"
"The square of a number, multiplied by 3, plus 10 times the number, plus 0 equals 0. What is the number?","-3.33, 0"
"The square of a number, multiplied by 1, plus 5 times the number, plus 5 equals 0. What is the number?","-3.62, -1.38"
"The square of a number, multiplied by 2, plus 6 times the number, plus 0 equals 0. What is the number?","-3.00000000000000, 0"
"The square of a number, multiplied by 2, plus 0 times the number, plus 0 equals 0. What is the number?",0
"The square of a number, multiplied by 1, plus 1 times the number, plus 0 equals 0. What is the number?","-1.00000000000000, 0"
"The square of a number, multiplied by 4, plus 9 times the number, plus 4 equals 0. What is the number?","-1.64, -0.61"
"The square of a number, multiplied by 4, plus 7 times the number, plus 0 equals 0. What is the number?","-1.75, 0"
"The square of a number, multiplied by 5, plus 5 times the number, plus 1 equals 0. What is the number?","-0.72, -0.28"
"The square of a number, multiplied by 4, plus 10 times the number, plus 1 equals 0. What is the number?","-2.40, -0.10"
"The square of a number, multiplied by 1, plus 7 times the number, plus 4 equals 0. What is the number?","-6.37, -0.63"
"The square of a number, multiplied by 1, plus 7 times the number, plus 4 equals 0. What is the number?","-6.37, -0.63"
"The square of a number, multiplied by 1, plus 10 times the number, plus 7 equals 0. What is the number?","-9.24, -0.76"
"The square of a number, multiplied by 1, plus 10 times the number, plus 1 equals 0. What is the number?","-9.90, -0.10"
"The square of a number, multiplied by 2, plus 1 times the number, plus 0 equals 0. What is the number?","-0.50, 0"
"The square of a number, multiplied by 1, plus 9 times the number, plus 4 equals 0. What is the number?","-8.53, -0.47"
"The square of a number, multiplied by 4, plus 7 times the number, plus 0 equals 0. What is the number?","-1.75, 0"
"The square of a number, multiplied by 1, plus 6 times the number, plus 9 equals 0. What is the number?",-3.00000000000000
"The square of a number, multiplied by 4, plus 3 times the number, plus 0 equals 0. What is the number?","-0.75, 0"
"The square of a number, multiplied by 3, plus 8 times the number, plus 3 equals 0. What is the number?","-2.22, -0.45"
"The square of a number, multiplied by 1, plus 8 times the number, plus 13 equals 0. What is the number?","-5.73, -2.27"
"The square of a number, multiplied by 3, plus 9 times the number, plus 1 equals 0. What is the number?","-2.88, -0.12"
"The square of a number, multiplied by 3, plus 5 times the number, plus 2 equals 0. What is the number?","-1.00000000000000, -0.67"
"The square of a number, multiplied by 3, plus 10 times the number, plus 8 equals 0. What is the number?","-2.00000000000000, -1.33"
"The square of a number, multiplied by 1, plus 10 times the number, plus 11 equals 0. What is the number?","-8.74, -1.26"
"The square of a number, multiplied by 5, plus 7 times the number, plus 1 equals 0. What is the number?","-1.24, -0.16"
"The square of a number, multiplied by 1, plus 6 times the number, plus 0 equals 0. What is the number?","-6.00000000000000, 0"
"The square of a number, multiplied by 2, plus 9 times the number, plus 3 equals 0. What is the number?","-4.14, -0.36"
"The square of a number, multiplied by 1, plus 10 times the number, plus 14 equals 0. What is the number?","-8.32, -1.68"
"The square of a number, multiplied by 1, plus 10 times the number, plus 2 equals 0. What is the number?","-9.80, -0.20"
"The square of a number, multiplied by 1, plus 5 times the number, plus 1 equals 0. What is the number?","-4.79, -0.21"
"The square of a number, multiplied by 1, plus 8 times the number, plus 4 equals 0. What is the number?","-7.46, -0.54"
"The square of a number, multiplied by 3, plus 9 times the number, plus 3 equals 0. What is the number?","-2.62, -0.38"
"The square of a number, multiplied by 1, plus 9 times the number, plus 11 equals 0. What is the number?","-7.54, -1.46"
"The square of a number, multiplied by 3, plus 6 times the number, plus 0 equals 0. What is the number?","-2.00000000000000, 0"
"The square of a number, multiplied by 1, plus 5 times the number, plus 2 equals 0. What is the number?","-4.56, -0.44"
"The square of a number, multiplied by 3, plus 4 times the number, plus 0 equals 0. What is the number?","-1.33, 0"
"The square of a number, multiplied by 5, plus 8 times the number, plus 2 equals 0. What is the number?","-1.29, -0.31"
"The square of a number, multiplied by 1, plus 6 times the number, plus 3 equals 0. What is the number?","-5.45, -0.55"
"The square of a number, multiplied by 1, plus 6 times the number, plus 7 equals 0. What is the number?","-4.41, -1.59"
"The square of a number, multiplied by 2, plus 3 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.50"
"The square of a number, multiplied by 2, plus 10 times the number, plus 8 equals 0. What is the number?","-4.00000000000000, -1.00000000000000"
"The square of a number, multiplied by 5, plus 9 times the number, plus 4 equals 0. What is the number?","-1.00000000000000, -0.80"
"The square of a number, multiplied by 2, plus 7 times the number, plus 3 equals 0. What is the number?","-3.00000000000000, -0.50"
"The square of a number, multiplied by 3, plus 10 times the number, plus 2 equals 0. What is the number?","-3.12, -0.21"
"The square of a number, multiplied by 2, plus 10 times the number, plus 9 equals 0. What is the number?","-3.82, -1.18"
"The square of a number, multiplied by 2, plus 6 times the number, plus 3 equals 0. What is the number?","-2.37, -0.63"
"The square of a number, multiplied by 3, plus 6 times the number, plus 3 equals 0. What is the number?",-1.00000000000000
"The square of a number, multiplied by 1, plus 5 times the number, plus 2 equals 0. What is the number?","-4.56, -0.44"
"The square of a number, multiplied by 4, plus 6 times the number, plus 2 equals 0. What is the number?","-1.00000000000000, -0.50"
"The square of a number, multiplied by 2, plus 3 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.50"
"The square of a number, multiplied by 1, plus 10 times the number, plus 15 equals 0. What is the number?","-8.16, -1.84"
"The square of a number, multiplied by 2, plus 6 times the number, plus 2 equals 0. What is the number?","-2.62, -0.38"
"The square of a number, multiplied by 2, plus 8 times the number, plus 4 equals 0. What is the number?","-3.41, -0.59"
"The square of a number, multiplied by 3, plus 10 times the number, plus 5 equals 0. What is the number?","-2.72, -0.61"
"The square of a number, multiplied by 1, plus 8 times the number, plus 5 equals 0. What is the number?","-7.32, -0.68"
"The square of a number, multiplied by 1, plus 10 times the number, plus 20 equals 0. What is the number?","-7.24, -2.76"
"The square of a number, multiplied by 3, plus 10 times the number, plus 0 equals 0. What is the number?","-3.33, 0"
"The square of a number, multiplied by 1, plus 4 times the number, plus 4 equals 0. What is the number?",-2.00000000000000
"The square of a number, multiplied by 2, plus 8 times the number, plus 4 equals 0. What is the number?","-3.41, -0.59"
"The square of a number, multiplied by 3, plus 10 times the number, plus 6 equals 0. What is the number?","-2.55, -0.78"
"The square of a number, multiplied by 5, plus 7 times the number, plus 1 equals 0. What is the number?","-1.24, -0.16"
"The square of a number, multiplied by 2, plus 9 times the number, plus 0 equals 0. What is the number?","-4.50, 0"
"The square of a number, multiplied by 5, plus 6 times the number, plus 1 equals 0. What is the number?","-1.00000000000000, -0.20"
"The square of a number, multiplied by 3, plus 10 times the number, plus 8 equals 0. What is the number?","-2.00000000000000, -1.33"
"The square of a number, multiplied by 5, plus 9 times the number, plus 4 equals 0. What is the number?","-1.00000000000000, -0.80"
"The square of a number, multiplied by 2, plus 10 times the number, plus 9 equals 0. What is the number?","-3.82, -1.18"
"The square of a number, multiplied by 3, plus 6 times the number, plus 1 equals 0. What is the number?","-1.82, -0.18"
"The square of a number, multiplied by 4, plus 9 times the number, plus 1 equals 0. What is the number?","-2.13, -0.12"
"The square of a number, multiplied by 1, plus 8 times the number, plus 10 equals 0. What is the number?","-6.45, -1.55"
"The square of a number, multiplied by 3, plus 10 times the number, plus 0 equals 0. What is the number?","-3.33, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 3 equals 0. What is the number?","-9.69, -0.31"
"The square of a number, multiplied by 5, plus 3 times the number, plus 0 equals 0. What is the number?","-0.60, 0"
"The square of a number, multiplied by 1, plus 8 times the number, plus 16 equals 0. What is the number?",-4.00000000000000
"The square of a number, multiplied by 4, plus 9 times the number, plus 2 equals 0. What is the number?","-2.00000000000000, -0.25"
"The square of a number, multiplied by 5, plus 9 times the number, plus 3 equals 0. What is the number?","-1.36, -0.44"
"The square of a number, multiplied by 4, plus 4 times the number, plus 0 equals 0. What is the number?","-1.00000000000000, 0"
"The square of a number, multiplied by 2, plus 10 times the number, plus 6 equals 0. What is the number?","-4.30, -0.70"
"The square of a number, multiplied by 3, plus 7 times the number, plus 4 equals 0. What is the number?","-1.33, -1.00000000000000"
"The square of a number, multiplied by 5, plus 10 times the number, plus 1 equals 0. What is the number?","-1.89, -0.11"
"The square of a number, multiplied by 2, plus 6 times the number, plus 0 equals 0. What is the number?","-3.00000000000000, 0"
"The square of a number, multiplied by 3, plus 4 times the number, plus 0 equals 0. What is the number?","-1.33, 0"
"The square of a number, multiplied by 1, plus 10 times the number, plus 4 equals 0. What is the number?","-9.58, -0.42"
"The square of a number, multiplied by 2, plus 8 times the number, plus 0 equals 0. What is the number?","-4.00000000000000, 0"
"The square of a number, multiplied by 2, plus 9 times the number, plus 7 equals 0. What is the number?","-3.50, -1.00000000000000"
"The square of a number, multiplied by 1, plus 9 times the number, plus 1 equals 0. What is the number?","-8.89, -0.11"
"The square of a number, multiplied by 2, plus 7 times the number, plus 2 equals 0. What is the number?","-3.19, -0.31"
"The square of a number, multiplied by 3, plus 8 times the number, plus 0 equals 0. What is the number?","-2.67, 0"
